label	text_a
酒饮冲调	黄尾袋鼠YellowTail加本力赤霞珠梅洛红葡萄酒750ml*6瓶整箱装澳大利亚进口
家居	AH-9026安红脸盆
家居	欧妮姿2卷装圣诞装饰圣诞节贴画玻璃门窗户橱窗贴纸圣诞窗贴墙贴圣诞树布置装扮装饰品套餐圣诞花环
粮油速食	黑土优选东北木耳220g山珍干货肉厚无根火锅食材煲汤材料
粮油速食	太太乐鸡精三鲜调味料加倍提鲜227g 雀巢出品
酒饮冲调	600ML脉动椰子菠萝口味饮料
休闲食品	散恋上鸭鸭产品系列1
家居	KEYiDE 现代简约粘尘滚12cm*1个
粮油速食	温氏心厨国产黑鱼片250g免洗免浆去骨液氮锁鲜全程检测酸菜鱼水煮鱼火锅食材海鲜水产
清洁	超威贝贝健36单盘家庭装无烟蚊香
美妆	凡士林 经典修护保湿润唇膏经典原味7G*1支
家居	雪绒飞羽绒服2603
休闲食品	三辉散称软面包
酒饮冲调	元气森林缤纷三果味气泡水组合装480ml*3
服饰内衣	AB抗菌男平脚裤Y203XL
服饰内衣	AB丝光男背心6071 95#
粮油速食	六必居龙门米醋1.28L
休闲食品	口水娃青豌豆蒜香味青豆坚果炒货特产小吃零食豌豆粒300g/袋
家居	爱立德4906多功能刨
家居	暖咖暖贴暖宝帖暖宝宝保暖贴痛经热力贴小熊50片
粮油速食	贝蒂斯特级初榨橄榄油西班牙原装进口1L/罐
礼品	马头花灯9050
办公	S得力A922矫姿钢笔
酒饮冲调	椰树椰汁椰树牌椰子汁饮料245ml*6盒*4组
家居	美厨不锈钢碗面碗6只装12cmMCWA-011防烫耐摔
乳品	温氏乳业WENSDI原味酸牛奶饮品250ml*12盒
家居	ZP-8038中平国潮简约水盆
粮油速食	华田禾邦东北朝鲜冷面量贩礼盒装356g*4袋黑白各两袋韩国荞麦大冷面健康轻食方便食品
水果	红毛丹
家居	可可整理箱30L 彩色9093
清洁	80ML超威植物清香电热蚊香液2瓶超值装
粮油速食	祁连牧歌国产筋道肥牛卷500g/袋谷饲300天
休闲食品	德芙白巧克力43g
家居	宝娜斯运动女袜0665
母婴	900G惠氏启赋1段有机婴儿配方奶粉
个护	LG睿嫣ReEn润膏韩国进口洗发水养护190ml*3套装
健康食品	燕之屋小粉瓶即食冰糖官燕小粉瓶70g*30瓶家庭礼盒装
酒饮冲调	石库门上海老酒红标500ml
餐饮	原味豆浆
办公	T双宝8K150g素描纸
清洁	清风原木金装三层盒抽
个护	50G+10G朗力福营养活肤抗皱霜
家居	臻三环宗师手工铁锅
清洁	凌仕男士醒体沐浴露冰击250ml
休闲食品	刺猬阿甘南瓜酥办公室休闲怀旧零食75g*1袋
粮油速食	T散豪逗海苔卷
休闲食品	姚太太黑糖车厘子110g
乳品	百吉福MILKANA成长奶酪杯芝士原味组合100g*4盒儿童奶酪休闲零食
家居	000008茶花克里克长方形保鲜盒560
酒饮冲调	50ML金葵牌花椒油
母婴	900G合生元贝塔星较大婴儿配方奶粉
服饰内衣	圣卡仑A16/A36男士棉服
乳品	美登高大红果口味冰棍450g 共6支
休闲食品	马来西亚进口 马奇新新munchy's 酥性夹心饼干玫瑰荔枝味 190g 休闲零食早餐下午茶点心 独立装
个护	三金西瓜霜牙膏薄荷香消焱3支100g+牙焱清3支125g
家居	公牛防频闪LED灯  3WMQ-A103
个护	140G狮王花语白樱花牙膏
酒饮冲调	270G味聚特学生下饭菜
办公	上海16K复写纸222
乳品	蒙牛学生高钙高锌营养奶粉400g便携条装成人奶粉
母婴	君乐宝乐铂幼儿配方奶粉3段400克含OPO结构脂
鞋靴箱包	T丫丫熊B26/B28/B29儿童鞋
家居	茶花衣架子衣服架晾衣架晒挂衣架8支量贩装粉色
美妆	依云天然矿泉水喷雾促销装300ml+50ml
粮油速食	双汇 润口香甜王玉米风味香肠35g*10*1袋
鞋靴箱包	佛家乐女式挎包
酒饮冲调	洋河普曲42°475ml
粮油速食	广州酒家利口福芝士培根包450g广式早茶点心12个装
健康食品	娃哈哈锌爽歪歪200g
个护	索芙特丝滑柔顺洗发水600g
蔬菜	沪阳千叶豆腐400g*1袋
家居	粉岱俏美人内裤1920
粮油速食	老坛子爽口什锦600g需全程冷藏贮存冒液不影响食用非物质文化遗产四川泡菜什锦泡菜开胃菜酸辣下饭菜凉菜
个护	220ML阿迪达斯男士控油劲爽去屑洗发露
家居	雅诚德北欧风韵欧乐深汤碗4.5
休闲食品	葡记坚果零食大礼包C款1526g礼盒8袋巴旦木腰果花生瓜子仁青豌豆奶酪华夫送礼休闲食品
家居	拜格BAYCO不锈钢面包刀锯齿西瓜刀BD2823
休闲食品	135G乐事薯片老坛酸菜味
清洁	妙洁大号高效灵巧平板拖把2块替换布
办公	百通BT-2001橡皮擦
酒饮冲调	辛巴赫精酿ZINNBACH城堡系列功夫麻椒 精酿啤酒 500ml 单瓶装
办公	C欣贝樱桃水晶泥
酒饮冲调	怡宝 饮用水 纯净水 350ml*24瓶整箱装
水果	国产菠萝1kg
家居	浪莎袜8931
休闲食品	404232795G奥利奥柔滑香草慕斯味巧轻脆
办公	熊出没5415 18色袋装水彩笔
家居	MOACC妙洁变速净炫拖
清洁	蒂花之秀精油魅惑香氛沐浴乳 雪嫩莹润200g
玩具	培培乐彩泥橡皮泥粘土超轻黏土早教牙医手工DIY模具套装
粮油速食	金锣火腿肠加钙金锣王34g*10支
肉禽蛋	和美精选鸭腿520g*1袋
个护	今晨牙刷6112
玩具	18157积木
酒饮冲调	吕梁野山坡沙棘汁果汁饮料300ml*12瓶
蔬菜	家美舒达山东烟薯25约2.5kg糖心蜜薯烤薯红薯烧烤食材蔬菜礼盒
酒饮冲调	蒙特斯montes智利进口红酒西拉干红葡萄酒750mL*6整箱无极系列
粮油速食	100G正大奥尔良鸡肉脆香饭团
休闲食品	德芙丝滑牛奶巧克力43g*2+14g
清洁	花帜三层平纹妇婴长卷2粒
母婴	800G伊利金领冠睿护较大婴儿配方奶粉
办公	3034得力直径25CM地球仪
休闲食品	T45G熊仔奶油灌心饼
酒饮冲调	汇源冰糖葫芦汁450ml
粮油速食	散开心果
休闲食品	吉利莲比利时进口松露巧克力年货婚庆喜糖果情人节女友礼品装180g
家居	元惠26-30#大童加绒休闲裤
休闲食品	180G伟龙烤可可饼干巧克力味
家居	申花159B拖鞋
玩具	HK-105羽毛球拍
个护	韩束巨水光弹弹奢享礼盒
家居	妙洁一次性保鲜膜粘性升级卫生易撕盒装60米*30cm
家居	ZP-3157中平麋鹿桌面垃圾桶
个护	100ML梦蜗清润卸妆水
粮油速食	伊赛厚切西冷牛排180g*1袋
母婴	gb好孩子儿童电动牙刷小饿魔系列粉3-12岁
家居	舒感内衣3211
休闲食品	香海香卤小黄鱼舟山海味鱼干零食小鱼仔85g
鞋靴箱包	T赖皮咚咚13823A男女小童凉鞋
母婴	怡恩贝婴儿护肤樱花湿巾M码80片*10包带盖抽纸湿巾
清洁	全无敌电热蚊香片特惠装清香型60片
清洁	得宝Tempo Mini系列抽纸4层80抽*4包
水产	水鲜缘 扇贝肉500g*1袋
美妆	怡丽丝尔蕴能凝时柔滑紧实乳滋润型130ml
母婴	露安适Lelch 经典款夜用纸尿裤NB60片0-5kg 新生儿纸尿裤 尿不湿
服饰内衣	铭丝鸟短袖253
酒饮冲调	桂格早餐谷物醇香燕麦片紫薯高纤540g27g*20袋
个护	卫宝先进抑菌洗手液-十效多护450ml
个护	700ML力士精油香氛沐浴乳幽莲魅肤特惠装
家居	名流盛世金典8”钻石腕
服饰内衣	AB抗菌保健女三角裤2819L
家居	QM-7361清清美无痕拖把架
服饰内衣	涵琇983女装
粮油速食	福临门食用油非转基因压榨一级菜籽油5L中粮出品
休闲食品	散称蝴蝶酥
休闲食品	口水娃大礼包鱼豆腐混合口味豆腐干豆皮豆干休闲零食500g/袋
休闲食品	原野散称豌豆
粮油速食	筷手小厨麻辣小龙虾调味料200g*1袋
休闲食品	良品铺子半蒸芝士蛋糕糕点面包芝士味下午茶小吃204g
蔬菜	折扣研祥大蒜
玩具	源动力海滩沙HS-6715
酒饮冲调	怡泉苏打水原味迷你罐200ml*12罐
酒饮冲调	500ML32度椰岛海王露酒
休闲食品	姚太太山楂饼150g
宠物	疯狂小狗宠物吸水毛巾狗狗猫咪洗澡速干浴巾吸水加厚毛巾洗澡用品中号60*40cm
餐饮	蒜香鸡爪
休闲食品	108G飘零大叔半梅干
粮油速食	顶喜牛小样脆狗
粮油速食	380G金锣台式原味烤香肠
家居	浪莎男式五趾袜005850
汽车用品	豪增光触媒矿晶活性竹炭包500G
清洁	七度空间女生护垫18片装
休闲食品	迪士尼AOQ's压片糖果香橙20g
粮油速食	太粮柬埔寨进口茉莉香米5kg
酒饮冲调	52度国窖1573浓香型白酒580ml*1瓶
休闲食品	EDOpack早餐纤麦饼干蓝莓提子味600g/盒
服饰内衣	帝奴斯顿01男士棉服
粮油速食	三添芝麻油500ml
清洁	65G家安冰箱除菌祛味剂
家居	弟弟妹妹袜864-2
清洁	多芬柔肤乳霜香块100g
办公	晨光修正带良品社20m
休闲食品	散盐津铺子素食系列
餐饮	满口香拌辣肠
粮油速食	拉面说 招牌豚骨叉烧拉面141.4g*1袋
家居	菲格尔女式妞妞裤
个护	多芬 深层营润滋养美肤沐浴乳200g*1瓶
家居	双立人4件套34931-012-752-D专业级Chef
服饰内衣	东方喜吉鸟上衣1275
休闲食品	218G三只松鼠蟹黄瓜子仁
酒饮冲调	1.25L明太郎优乐多干酪乳酸菌饮品
母婴	900G合生元贝塔星婴儿配方奶粉
粮油速食	75G德华爆浆咖啡口味双层脆皮雪糕
清洁	蓝月亮深层洁净洗衣液自然清香1kgx12瓶
粮油速食	湾仔码头鲜美大肉包520g8只早餐包子早茶点心儿童面点方便菜
玩具	博士爱彩泥手提箱1821
休闲食品	康师傅3+2苏打夹心奶咖袋装125g
母婴	400G合生元贝塔星较大婴儿配方奶粉
水产	冰鲜水煮白千层150g*1袋
办公	鼎馨海盗弓箭套装
水果	臻杏
母婴	五羊婴儿抑菌洗衣液1.2kg+1kg
家居	仙坤睡衣
清洁	妈咪宝贝小内裤女L19
个护	320G御信堂木瓜沐浴盐
家居	X-6069禧天龙整理箱
服饰内衣	仙柏丽儿莱卡印花男内衣31856
粮油速食	散阿凡提农场猕猴桃干
玩具	750计数跳绳
粮油速食	太粮米酷马坝银粘米油粘米10kg
办公	宝娟大单金60111
粮油速食	源中福 龙口粉丝800g*1袋
酒饮冲调	醉鹅娘如饴火烈鸟红鸟梅洛葡萄酒750ml*2支
酒饮冲调	阿萃面调料香菇炖鸡味150g
粮油速食	雨润Q仔香辣100g
休闲食品	贝客诗蓝莓和阿萨伊果味夹心黑巧克力50g
家居	0043H黑把醒酒器
家居	普利诗盒裤6284
清洁	雷达欧护驱蚊液驱蚊喷雾100ml金银花香型蚊不叮驱蚊水
粮油速食	仲景香菇酱原味香菇酱230g
家居	ZP-3055中平多用盆
休闲食品	小班长面棒鸡汁味168g
母婴	多美滋金装护婴儿配方奶粉易乐罐900g
清洁	3KG蓝月亮薰衣草亮白增艳洗衣液
家居	劣狐狐月饼包装袋机封袋中秋自制月饼雪花酥蛋黄酥包装自封袋自粘袋子50克带底托
办公	百乐BXRT-V5-B走珠笔
家居	天美家德5寸时空高脚碗
粮油速食	方家铺子无核桂圆干桂圆肉300g 6A肉厚龙眼干肉
酒饮冲调	大窑嘉宾原味汽水520ml*2瓶
办公	C正翔可换彩墨囊钢笔
清洁	B816E清风厨房卷纸2层75张*6卷
个护	护舒宝欧美进口液体卫生巾日用240mm36片未来感极护
酒饮冲调	拉菲LAFITE巴斯克理德赤霞珠干红葡萄酒750ml单瓶装智利进口红酒ASC
清洁	KA14130倍舒特超吸收棉柔日用卫生巾
清洁	QKC8902七度空间裤型卫生巾
玩具	6871/6874/6873/6875/6872宝乐星工程车B
酒饮冲调	雪碧无糖零卡汽水碳酸饮料500ml*24瓶
酒饮冲调	鲁花自然鲜红烧酱油1L
粮油速食	盛宝泰金香上品茉莉香米长粒米大米1.5kg
粮油速食	上鲜鸡翅中1kg出口日本级鸡翅膀烤翅中烤鸡翅
粮油速食	沈大成鲜肉包300g*1袋
母婴	贝亲婴儿润肤露婴儿润肤乳婴儿身体乳滋润型200ml
乳品	230ML蒙牛袋装核桃味早餐奶
清洁	清风APP御本草去菌湿巾80片4包整箱母婴可用 手口湿巾
粮油速食	Haubi's 好必食 碱水牛油可颂3个装 68g*3 碱水面包 营养早餐 全熟锁鲜 解冻即食 速烤烘培
粮油速食	思念莓莓榛果坚果汤圆320g*1袋
粮油速食	北大荒优质东北长粒香大米5kg
母婴	50G史努比儿童牛奶倍润嫩肤霜6
家居	洁丽雅提花方巾6108
乳品	伊利可以吸的奶酪草莓味160g/8支装即食营养高钙儿童休闲零食
家居	P23拳王一转三转换器
清洁	滴露洗手液经典松木100g
家居	哈尔斯广口壶HGO-1200AD-8
玩具	得力deli10本无碳复写三联入库单据财务手写无碳复写单据财务用品办公用品9392
家居	洁丽雅提花毛巾6697
酒饮冲调	散装茉莉花茶
个护	60G安安金纯橄榄油保湿滋润护手霜
酒饮冲调	日加满蔓越莓营养素饮料120ml
家居	特百惠茶韵密封防漏茶水分离水杯带拎绳茶隔柔蜜粉500ML
家电	多星31赠品蒸格
家居	小林制药冰箱除味剂活性炭去异味除臭剂冷冻室用超薄型26g
家居	真想您打底裤
休闲食品	不二家 牛奶棒棒糖8支装香醇牛奶+乳酸牛奶46g*1袋
休闲食品	座山牌猪肉松米饼90g
家居	申花8851拖鞋
粮油速食	95G*5康师傅鲜虾鱼板面
个护	贝医生 原力唤醒美白牙膏 莓果派对100g*2支
休闲食品	三只松鼠纸皮核桃坚果炒货新疆阿克苏地方特产210g/袋
母婴	三元恩贝益婴儿配方奶粉2段6-12月400g/盒
肉禽蛋	熊材雪原藏花鸡半鸡450g*1盒
家居	寰宇0659胶柄床刷
鞋靴箱包	正派男鞋833、901、905
服饰内衣	妍鸣男裤0980
办公	18色水彩笔PS-K703-1
家居	洁丽雅Grace浴巾A类纯棉加大加厚成人家用柔软吸水亲肤素色男女通用单条装140*70cm375g藕粉色
粮油速食	九生堂玉米鲜虾滑100g*1盒
粮油速食	雨润低脂牛肉火腿片180g/袋三明治早餐火锅烧烤食材火腿切片午餐肉牛肉香肠
酒饮冲调	1247909275G雀巢热情百香果风味即溶咖啡
粮油速食	久久丫 爽脆莲藕190g*1盒
蔬菜	魔芋豆腐
粮油速食	福临门 妙惠家劲爽挂面1kg*1袋新老包装交替发货
个护	200G拉芳清爽控油洗发露
粮油速食	赖汤圆醇香花生核桃口味400g20只四川小吃元宵
家居	澳林朗格内裤7803
家居	恒源祥彩泡泡毛巾2GT2583
服饰内衣	汤尼杰郎休闲装01321
酒饮冲调	桃花茶
美妆	花王碧柔Biore男士毛孔清洁黑鼻贴去黑头撕拉式5片装
健康	狂神1046包胶哑铃10LB
酒饮冲调	340G海天特辣黄豆酱
休闲食品	徐福记糖果礼盒福满团圆2352g沙琪玛饼干糖果糕点零食大礼包春节年货礼盒
家居	018瓷纳雅北欧海风杯
休闲食品	康师傅海鲜豚骨面107g
休闲食品	138G好丽友6P提拉米苏
蔬菜	韭苔
家居	石岛威尼斯系列酒杯3620
休闲食品	自然派休闲零食肉干肉脯即食海味北海风味鱿鱼丝100g
家居	新鲜生活保鲜膜
玩具	大拼图
家居	龙士达-788一次性鞋套
粮油速食	111G*5今麦郎大今野五连包香葱排骨
餐饮	合鑫折扣丸子
清洁	超能购物袋赠品
清洁	榄菊菊之语柠檬精华无磷洗洁精5kg大桶洗涤灵
办公	爱好47631摩易擦中性笔0.5蓝
家居	金号E1178H格子提绣面巾
水产	冰鲜鲻鱼
休闲食品	华味亨酸梅蜜饯无核话梅酸干肉果干日式梅饼160g/罐
酒饮冲调	恒顺北固山香醋800ml
清洁	TL6018G+2安尔乐女款扭扭弹力裤大号加量
家电	美的MideaX3-233A变频微波炉智能湿度感应23升
粮油速食	京觅冷鲜带皮猪后尖300g鲜猪肉冷鲜肉猪后腿肉猪肉脯猪肉松原料猪肉生鲜
休闲食品	好丽友 糯好丽友派红豆麻薯味336g*1盒
办公	广博记事本0538 25K
个护	中华多效+护龈清新薄荷牙膏130gx6
休闲食品	良品铺子酸奶果粒块蓝莓草莓黄桃味奶酪54g
家居	魔幻厨房手持面粉筛半自动面粉滤网筛子家用烘焙工具面粉糖粉过滤网筛40目漏勺
家居	禧天龙衣物被子收纳箱54升2个装带滑轮双开盖床底收纳
服饰内衣	福惠872款外套兴隆
家居	浪莎袜2787
酒饮冲调	340G王致和玫瑰腐乳
3C数码	得力 12色酒精性三角杆马克笔*12支*1盒
粮油速食	裕道府方正长粒香大米东北大米25kg
家居	仙坤睡衣
家居	栖熙优品M028优品面巾
美妆	上海女人雪花膏三件套礼盒套装乳液面霜护手霜身体乳
鞋靴箱包	TA20505智米熊儿童棉鞋
家居	爱立德红酒开瓶器4802
鞋靴箱包	T特价丫丫熊中童凉鞋
休闲食品	不二家蓝宝石款玫瑰香葡萄味代可可脂巧克力40g*1盒
乳品	蒙牛屋顶包现代牧场鲜牛奶450ml
休闲食品	明珠舟山特产鱼籽鱿鱼仔即食带仔海鲜小吃280g/袋
休闲食品	熊仔俏皮糖话梅果酱软糖125g
母婴	贝因美菁爱原金装爱+婴儿配方奶粉1段900g
酒饮冲调	月夕百香果酒265ml
酒饮冲调	名仁 柠檬味苏打气泡水330ml*3罐
母婴	210ML史努比杨枝甘露山泉肌水
粮油速食	曼可顿手撕包65g
家居	聚丁福成人皮肤衣007
家居	普利诗盒裤6256
粮油速食	大娘鲜肉韭菜三鲜水饺700g
酒饮冲调	长城三星赤霞珠干红葡萄酒750ml中粮出品
家居	欧品轩儿童洗脚凳QQ-107
服饰内衣	诺瑟菲女装
粮油速食	福临门食用油非转基因家香味浓香压榨菜籽油5L
运动	S-S406红双喜直拍乒乓球拍
个护	花王乐而雅宠爱肌丝薄柔棉量多日用卫生巾25cm14片
服饰内衣	草原金笛女装0890
酒饮冲调	500G维维儿童营养豆奶粉
家居	1580云娜简色清洁球锅刷
家居	康家复底汤锅KTF-H20
粮油速食	红小厨网红款麻辣小龙虾尾麻辣虾尾252g铝箔盒装
休闲食品	樂高乐高沙爹牛肉片牛肉干80g/袋
个护	100G美加净净透控油洁面乳
清洁	1.33kg+0.67kg威露士妈妈壹选天然皂粉袋装
乳品	220ML伊利舒化无乳糖富硒牛奶
餐饮	油炸狮子头
家居	40*70CM大达素色蹭蹭垫
办公	米奇 87935铁文具盒
餐饮	原味发面饼
办公	花花公子铱金钢笔F-7602
清洁	美丽雅垃圾袋加厚小号45*55CM300只厚度1丝背心垃圾袋
美妆	CalvinKlein卡莱优中性淡香水20ml
休闲食品	巧妈妈半蛋半奶双拼布丁礼盒装640g80g*8杯休闲零食甜品果冻布丁
办公	联众UL-629 卡装笔
母婴	120ML嗳呵妈咪保湿柔肤水
个护	50G丹姿水密码新活塑颜精华霜
家居	庆展陶瓷情侣俏皮器K66
服饰内衣	赛琪凯尔802款运动上衣
清洁	BRA2SZC清风植萃10包120抽面巾纸
粮油速食	北大荒百年寒地大米东北有机大米稻花香米5kg
办公	F本星81-106笔袋
个护	沙宣护发素光感莹润750ml
粮油速食	三丰香油白芝麻酱热干面拌面酱454g
蔬菜	优质山药
水产	长海带
粮油速食	祁连牧歌国产牛舌去皮300g/袋谷饲安格斯牛肉铁板烧烤肉
家居	QFY-1921全福元精美汤壳
母婴	绿鼻子greennose一次性儿童口罩防尘透气1-3岁可妮兔款LINEFRIENDS联名5片
个护	吉列锋速3刀片6刀头
办公	72356得力拉链袋
个护	100ML花印男士保湿控油水份露
办公	晨光69902中性笔
粮油速食	鲜美来火锅虾仁蛋饺120g*1袋
酒饮冲调	香飘飘奶茶芒果布丁奶茶80g*3杯早餐代餐速溶冲调饮料
休闲食品	T65G梁丰青青抹茶麦丽素
办公	强林总分类帐
办公	广博PA35514-1GP 80相册
